Ticker,Company Name,Sector,Industry,Market Cap,Last Price,Volume,52 Week High,52 Week Low,Average Volume,P/E Ratio,Dividend Yield,Beta,Last Updated
JBLU,JetBlue Airways Corporation,Industrials,Airlines,1796731008,4.94,16910003,8.31,3.34,19930347,0,0.0,1.762,2025-12-16 17:18:32
IRDM,Iridium Communications Inc.,Communication Services,Telecom Services,1790141952,16.87,2241814,34.45,15.65,2587711,14.929204,3.41,0.611,2025-12-16 17:20:13
CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,1772871936,26.68,558271,30.5,14.4,916106,0,0.0,1.135,2025-12-16 17:17:46
SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,1762905472,29.48,3978634,48.6,11.0,3959125,0,0.0,1.674,2025-12-16 17:18:59
CC,The Chemours Company,Basic Materials,Specialty Chemicals,1752236800,11.69,2030235,20.12,9.13,2883790,0,2.97,1.586,2025-12-16 17:19:16
JAMF,Jamf Holding Corp.,Technology,Software - Application,1744157440,13.01,946747,16.12,7.085,3009642,0,0.0,0.464,2025-12-16 17:16:36
HUN,Huntsman Corporation,Basic Materials,Chemicals,1720146048,9.9,4787361,19.0,7.3,5497690,0,3.36,0.69,2025-12-16 17:19:21
REAL,"The RealReal, Inc.",Consumer Cyclical,Luxury Goods,1698902272,14.56,2373284,16.24,4.61,3653874,0,0.0,2.69,2025-12-16 17:20:27
CASH,"Pathward Financial, Inc.",Financial Services,Banks - Regional,1690408064,74.23,257831,86.0,64.45,204969,9.432021,0.27,0.757,2025-12-16 17:18:51
ENVX,Enovix Corporation,Industrials,Electrical Equipment & Parts,1684707456,7.74,6472964,16.49,5.27,7412196,0,0.0,2.116,2025-12-16 17:19:09
FIVN,"Five9, Inc.",Technology,Software - Infrastructure,1682427264,21.51,1499462,49.9,17.71,2066782,56.605263,0.0,1.357,2025-12-16 17:20:19
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1572757888,7.47,3241295,11.31,6.0,5039509,0,0.0,0.905,2025-12-16 17:17:45
PLTK,Playtika Holding Corp.,Communication Services,Electronic Gaming & Multimedia,1571913344,4.18,844530,7.58,3.31,1853161,17.416666,9.73,0.839,2025-12-16 17:20:30
CSIQ,Canadian Solar Inc.,Technology,Solar,1555095552,23.22,2245239,34.59,6.57,4588877,0,0.0,1.291,2025-12-16 17:19:02
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",1549391104,11.44,1189436,12.03,6.48,1959185,7.10559,1.72,0.765,2025-12-16 17:17:20
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,1521407360,26.09,949565,46.0,22.24,1251533,0,0.0,0.865,2025-12-16 17:17:43
FSLY,"Fastly, Inc.",Technology,Software - Application,1519398016,10.17,2184687,12.591,4.65,4437155,0,0.0,0.973,2025-12-16 17:16:40
INVA,"Innoviva, Inc.",Healthcare,Biotechnology,1489399808,19.92,1067830,22.76,16.52,816609,12.0,0.0,0.472,2025-12-16 17:17:56
JMIA,Jumia Technologies AG,Consumer Cyclical,Internet Retail,1480575616,12.09,3269245,13.44,1.6,3015293,0,0.0,2.286,2025-12-16 17:20:26
BHVN,Biohaven Ltd.,Healthcare,Biotechnology,1463554048,11.03,1976848,44.28,7.48,3805341,0,0.0,3.586,2025-12-16 17:17:45
VITL,"Vital Farms, Inc.",Consumer Defensive,Farm Products,1441739520,32.2,3568165,53.125,28.87,1613369,24.393938,0.0,1.062,2025-12-16 17:18:17
SHLS,"Shoals Technologies Group, Inc.",Technology,Solar,1429497088,8.54,4780987,11.36,2.71,6142520,44.94737,0.0,1.705,2025-12-16 17:19:01
BY,"Byline Bancorp, Inc.",Financial Services,Banks - Regional,1407594624,30.69,142875,31.475,22.63,215682,10.960714,1.3,0.857,2025-12-16 17:18:50
JKS,"JinkoSolar Holding Co., Ltd.",Technology,Solar,1403396736,27.17,418311,31.88,13.42,701534,0,4.97,0.451,2025-12-16 17:19:02
DCOM,"Dime Community Bancshares, Inc.",Financial Services,Banks - Regional,1385305472,31.56,329003,35.1,23.25,245798,28.954126,3.17,1.126,2025-12-16 17:18:54
IMTX,Immatics N.V.,Healthcare,Biotechnology,1352704128,10.09,266184,12.41,3.3,788582,0,0.0,1.363,2025-12-16 17:17:55
OUST,"Ouster, Inc.",Technology,Electronic Components,1350117504,22.5,1238374,41.65,6.34,2677846,0,0.0,2.993,2025-12-16 17:19:06
PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,1341415040,40.91,745743,55.74,30.16,1618450,35.885963,4.43,1.147,2025-12-16 17:17:10
AMPX,"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,1341373824,10.28,4123421,16.03,1.63,8406079,0,0.0,2.959,2025-12-16 17:19:10
SANA,"Sana Biotechnology, Inc.",Healthcare,Biotechnology,1331830528,5.0,5538804,7.3,1.26,5300234,0,0.0,1.961,2025-12-16 17:17:42
SDGR,"Schrödinger, Inc.",Healthcare,Health Information Services,1321544832,17.94,1018507,28.47,15.99,1068330,0,0.0,1.569,2025-12-16 17:17:39
ARRY,"Array Technologies, Inc.",Technology,Solar,1299883520,8.51,3619273,10.37,3.76,6689646,0,0.0,1.684,2025-12-16 17:19:00
DVAX,Dynavax Technologies Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,1265841152,10.78,1566819,14.63,9.2,1620215,0,0.0,0.885,2025-12-16 17:17:49
LUCK,Lucky Strike Entertainment Corporation,Consumer Cyclical,Leisure,1243925248,8.87,147989,13.25,6.96,303387,0,2.65,0.712,2025-12-16 17:20:34
THS,"TreeHouse Foods, Inc.",Consumer Defensive,Packaged Foods,1203920000,23.84,604626,40.77,15.85,1119619,0,0.0,0.179,2025-12-16 17:18:16
PD,"PagerDuty, Inc.",Technology,Software - Application,1201013632,12.88,1383954,20.045,11.125,2238098,8.0,0.0,0.687,2025-12-16 17:20:19
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,1190739072,25.61,388198,41.84,20.39,430833,11.331859,0.0,0.91,2025-12-16 17:20:10
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,1139669760,25.11,328345,40.1,16.66,502925,0,0.0,1.939,2025-12-16 17:20:17
CVAC,CureVac N.V.,Healthcare,Biotechnology,1085332736,4.82,1735010,5.72,2.475,882230,7.19403,0.0,1.771,2025-12-16 17:17:47
NBTX,Nanobiotix S.A.,Healthcare,Biotechnology,1076166656,22.32,15751,30.35,2.82,103041,0,0.0,0.476,2025-12-16 17:18:05
NTLA,"Intellia Therapeutics, Inc.",Healthcare,Biotechnology,1056368960,9.12,2495959,28.25,5.9,7935326,0,0.0,2.135,2025-12-16 17:17:39
YEXT,"Yext, Inc.",Technology,Software - Infrastructure,1048745216,8.51,567576,9.2,5.51,900403,Infinity,0.0,0.911,2025-12-16 17:20:22
CDNA,"CareDx, Inc",Healthcare,Diagnostics & Research,1030473728,19.36,713304,25.95,10.96,1125679,15.125001,0.0,2.544,2025-12-16 17:17:41
RPD,"Rapid7, Inc.",Technology,Software - Infrastructure,1028702976,15.71,893934,42.09,13.21,1113823,44.885715,0.0,0.844,2025-12-16 17:16:49
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,999992448,49.16,4343443,66.92,6.45,827746,0,0.0,1.281,2025-12-16 17:18:05
ERAS,"Erasca, Inc.",Healthcare,Biotechnology,998665536,3.52,5046268,3.8,1.01,1932152,0,0.0,1.169,2025-12-16 17:17:51
EVGO,"EVgo, Inc.",Consumer Cyclical,Specialty Retail,957826240,3.11,2459157,5.18,2.195,4009319,0,0.0,2.373,2025-12-16 17:19:05
OPFI,OppFi Inc.,Financial Services,Credit Services,956875136,10.96,477546,17.728,6.81,764306,156.57143,0.0,1.711,2025-12-16 17:18:44
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional,924985344,7.1,1336906,7.205,4.9,742771,13.653847,4.88,0.675,2025-12-16 17:18:52
FUBO,fuboTV Inc.,Communication Services,Broadcasting,918501184,2.68,7881937,6.45,1.21,14741528,8.375,0.0,1.919,2025-12-16 17:20:33
EQBK,"Equity Bancshares, Inc.",Financial Services,Banks - Regional,907091328,47.2,50713,47.91,34.11,84963,43.302753,1.53,0.889,2025-12-16 17:18:55
IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,Biotechnology,893177920,2.25,13383464,8.15,1.64,13834292,0,0.0,0.826,2025-12-16 17:17:56
BJRI,"BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants,890940736,40.27,419964,47.02,28.46,497592,29.610294,0.0,1.315,2025-12-16 17:17:08
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,888287744,17.53,464990,20.33,7.9,429423,30.754387,0.0,0.143,2025-12-16 17:17:35
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Defensive,Packaged Foods,887292480,76.2,41973,91.26,58.47,70360,13.558719,1.17,0.376,2025-12-16 17:18:09
SLDP,"Solid Power, Inc.",Consumer Cyclical,Auto Parts,884439168,4.63,5051040,8.86,0.68,14286212,0,0.0,1.881,2025-12-16 17:19:03
JANX,"Janux Therapeutics, Inc.",Healthcare,Biotechnology,881165376,14.65,2295443,62.3,14.595,1538271,0,0.0,2.814,2025-12-16 17:17:57
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,873669312,11.9,941001,21.0,5.9,2414152,0,0.0,2.453,2025-12-16 17:17:43
WOOF,"Petco Health and Wellness Company, Inc.",Consumer Cyclical,Specialty Retail,857794560,3.05,1326653,4.67,2.28,2648141,0,0.0,1.711,2025-12-16 17:20:29
DAWN,"Day One Biopharmaceuticals, Inc.",Healthcare,Biotechnology,847072896,8.25,5278612,13.53,5.635,2278993,0,0.0,-1.276,2025-12-16 17:17:49
BALY,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,839689280,17.08,197348,22.41,8.455,188431,0,0.0,0.0,2025-12-16 17:20:32
EPC,Edgewell Personal Care Company,Consumer Defensive,Household & Personal Products,825204992,17.76,413416,35.72,15.88,723403,33.509438,3.42,0.61,2025-12-16 17:18:14
CARS,Cars.com Inc.,Communication Services,Internet Content & Information,817839552,13.31,771132,19.0,9.56,874569,28.934784,0.0,1.447,2025-12-16 17:17:19
INDI,"indie Semiconductor, Inc.",Technology,Semiconductor Equipment & Materials,806392768,3.98,2575836,6.05,1.53,4540814,0,0.0,2.592,2025-12-16 17:20:05
RSKD,Riskified Ltd.,Technology,Software - Application,802231808,4.89,239878,5.995,3.94,536231,0,0.0,1.348,2025-12-16 17:20:28
SENEA,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,762521792,110.67,77966,129.03,70.58,72984,12.82387,0.0,0.105,2025-12-16 17:18:15
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,720100416,4.25,2607149,4.62,0.4,3488157,14.166666,0.0,2.369,2025-12-16 17:17:47
TREE,"LendingTree, Inc.",Financial Services,Financial Conglomerates,703494016,51.46,122502,77.35,33.5,243458,48.547173,0.0,2.097,2025-12-16 17:18:44
LYEL,"Lyell Immunopharma, Inc.",Healthcare,Biotechnology,693402624,32.64,55850,35.155,7.65,50260,0,0.0,-0.11,2025-12-16 17:18:02
BTBT,"Bit Digital, Inc.",Financial Services,Capital Markets,679717056,2.1,26774714,4.55,1.69,38207387,3.181818,0.0,4.3,2025-12-16 17:18:45
KROS,"Keros Therapeutics, Inc.",Healthcare,Biotechnology,655934464,21.53,432471,22.55,9.12,996273,13.801283,0.0,0.897,2025-12-16 17:17:57
SHEN,Shenandoah Telecommunications Company,Communication Services,Telecom Services,652738880,11.89,517992,15.84,9.67,318639,0,0.92,0.793,2025-12-16 17:17:18
EGBN,"Eagle Bancorp, Inc.",Financial Services,Banks - Regional,649337024,21.38,294112,29.47,15.03,500322,0,2.38,1.059,2025-12-16 17:18:55
GRPN,"Groupon, Inc.",Communication Services,Internet Content & Information,646778752,15.87,785013,43.08,9.21,1301625,0,0.0,0.07,2025-12-16 17:20:23
MYGN,"Myriad Genetics, Inc.",Healthcare,Diagnostics & Research,641310400,6.88,776625,15.47,3.76,1173603,0,0.0,1.815,2025-12-16 17:18:04
PLAY,"Dave & Buster's Entertainment, Inc.",Communication Services,Entertainment,641238080,18.49,1280094,35.53,13.04,1533992,0,0.0,1.77,2025-12-16 17:17:06
KRUS,"Kura Sushi USA, Inc.",Consumer Cyclical,Restaurants,629433536,51.97,351591,106.6,40.03,325557,0,0.0,1.716,2025-12-16 17:17:09
CMPS,COMPASS Pathways plc,Healthcare,Medical Care Facilities,613548864,6.39,869730,7.13,2.25,1785138,0,0.0,1.944,2025-12-16 17:17:47
PACB,"Pacific Biosciences of California, Inc.",Healthcare,Medical Devices,609852992,2.02,5724365,2.73,0.85,8816444,0,0.0,2.32,2025-12-16 17:17:40
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,606339456,20.17,297312,46.65,15.9,327819,0,0.0,1.935,2025-12-16 17:20:10
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,606101184,13.0,5315527,16.9,1.13,3103595,0,0.0,1.973,2025-12-16 17:20:10
ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,603787072,17.56,421265,35.56,13.12,951650,0,0.0,1.818,2025-12-16 17:20:13
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,580328384,6.81,1504949,13.09,5.9,2171004,18.405405,8.57,1.131,2025-12-16 17:17:07
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,546199168,25.65,363820,44.57,21.67,293444,0,1.87,0.385,2025-12-16 17:18:15
IMAB,NovaBridge Biosciences,Healthcare,Biotechnology,533681856,4.15,628501,6.79,0.595,1771814,0,0.0,1.458,2025-12-16 17:17:53
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,Apparel Retail,523135648,19.11,588580,36.94,15.21,465050,9.1,3.16,1.317,2025-12-16 17:17:05
LENZ,"LENZ Therapeutics, Inc.",Healthcare,Biotechnology,522542496,16.7,1629844,50.4,15.7,1140330,0,0.0,0.0,2025-12-16 17:17:59
DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants,520743872,33.86,314060,35.34,18.63,525687,15.116072,2.2,0.919,2025-12-16 17:17:07
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,498927200,1.1,45918910,7.69,0.5,200530203,0,0.0,2.519,2025-12-16 17:18:18
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,497813248,2.27,969929,3.67,1.3,1375411,0,0.0,2.289,2025-12-16 17:19:01
CBNK,"Capital Bancorp, Inc.",Financial Services,Banks - Regional,497008736,29.97,52893,36.4,24.69,50376,10.228668,1.48,0.681,2025-12-16 17:18:52
LE,"Lands' End, Inc.",Consumer Cyclical,Apparel Retail,468042368,15.32,102113,17.12,7.65,189123,41.405403,0.0,2.208,2025-12-16 17:17:06
EOLS,"Evolus, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,467998816,7.22,641540,17.12,5.71,1283160,0,0.0,0.873,2025-12-16 17:17:50
WOLF,"Wolfspeed, Inc.",Technology,Semiconductors,462180160,17.85,666594,36.6,8.05,4070865,0,0.0,0.0,2025-12-16 17:20:17
BMRC,Bank of Marin Bancorp,Financial Services,Banks - Regional,447913760,27.83,69600,28.48,19.14,78082,44.887096,3.6,0.836,2025-12-16 17:18:48
BBBY,"Bed Bath & Beyond, Inc.",N/A,N/A,444762880,6.46,1209945,12.65,3.54,2160376,0,0.0,0.0,2025-12-16 17:17:01
LXRX,"Lexicon Pharmaceuticals, Inc.",Healthcare,Biotechnology,436078624,1.2,1677679,1.66,0.28,2280112,0,0.0,0.97,2025-12-16 17:18:01
FCEL,"FuelCell Energy, Inc.",Industrials,Electrical Equipment & Parts,403816096,8.47,1810288,13.98,3.58,3761538,0,0.0,1.166,2025-12-16 17:18:59
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution,389559520,21.82,170774,28.72,18.4,253273,29.093332,3.72,0.372,2025-12-16 17:18:13
BGS,"B&G Foods, Inc.",Consumer Defensive,Packaged Foods,379217760,4.74,1021986,8.06,3.67,2383217,0,16.17,0.428,2025-12-16 17:18:12
RCKT,"Rocket Pharmaceuticals, Inc.",Healthcare,Biotechnology,371202240,3.43,1840592,13.35,2.19,2477739,0,0.0,0.655,2025-12-16 17:17:42
IMMP,Immutep Limited,Healthcare,Biotechnology,366508160,2.49,242027,3.53,1.32,655698,0,0.0,1.839,2025-12-16 17:17:54
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods,362140000,23.78,41522,34.2,19.5,132722,32.135136,0.0,0.02,2025-12-16 17:18:10
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,Restaurants,342248096,11.41,382257,12.76,8.29,272306,12.965909,0.0,0.905,2025-12-16 17:17:09
HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,323582624,7.41,437326,10.52,5.11,363917,14.529411,0.0,0.801,2025-12-16 17:19:12
HYLN,Hyliion Holdings Corp.,Consumer Cyclical,Auto Parts,320273088,1.82,727139,2.92,1.11,1652114,0,0.0,2.508,2025-12-16 17:20:02
LRMR,"Larimar Therapeutics, Inc.",Healthcare,Biotechnology,320108064,3.74,928473,5.37,1.61,2627247,0,0.0,1.054,2025-12-16 17:18:01
DENN,Denny's Corporation,Consumer Cyclical,Restaurants,319808768,6.21,516537,7.66,2.85,2121803,31.05,0.0,1.43,2025-12-16 17:17:09
FENC,Fennec Pharmaceuticals Inc.,Healthcare,Biotechnology,260249632,7.62,147101,9.92,4.68,127957,0,0.0,0.751,2025-12-16 17:17:51
GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,258550432,23.95,132734,44.8,16.19,133284,0,0.0,1.753,2025-12-16 17:17:05
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,245022832,2.51,1348182,4.537,0.91,2513566,0,0.0,2.44,2025-12-16 17:17:39
CCCC,"C4 Therapeutics, Inc.",Healthcare,Biotechnology,219026576,2.26,1090321,4.438,1.085,1988285,0,0.0,2.886,2025-12-16 17:17:46
LPRO,Open Lending Corporation,Financial Services,Credit Services,210377200,1.78,487944,6.75,0.7,659301,0,0.0,2.036,2025-12-16 17:18:44
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,202581392,7.13,493672,24.17,5.85,1323479,0,0.0,2.101,2025-12-16 17:17:43
PLBY,"Playboy, Inc.",Consumer Cyclical,Leisure,187497840,1.74,613179,2.53,0.9,666304,0,0.0,2.629,2025-12-16 17:20:34
CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail,180000000,7.61,944851,26.0,7.303,501823,0,0.0,1.434,2025-12-16 17:19:04
HCAT,"Health Catalyst, Inc.",Healthcare,Health Information Services,172583344,2.44,519511,8.0,2.015,637785,0,0.0,1.729,2025-12-16 17:17:36
SPWR,SunPower Inc.,Technology,Solar,162432416,1.68,1040032,2.5,1.19,2274201,0,0.0,0.796,2025-12-16 17:19:02
SGMO,"Sangamo Therapeutics, Inc.",Healthcare,Biotechnology,148394080,0.44,2114135,2.84,0.38,6520450,0,0.0,1.415,2025-12-16 17:17:42
STEM,"Stem, Inc.",Utilities,Utilities - Renewable,146744736,17.49,136836,33.6,5.82,352430,0,0.0,1.444,2025-12-16 17:19:06
MRSN,"Mersana Therapeutics, Inc.",Healthcare,Biotechnology,145188688,29.05,61846,53.0,5.21,114168,0,0.0,0.443,2025-12-16 17:18:04
EHTH,"eHealth, Inc.",Financial Services,Insurance Brokers,131673280,4.28,259363,11.36,3.18,338052,26.750002,0.0,1.268,2025-12-16 17:17:36
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,126755928,17.58,62155,18.705,5.005,64780,6.1468534,0.0,-0.406,2025-12-16 17:17:43
FATE,"Fate Therapeutics, Inc.",Healthcare,Biotechnology,125734000,1.09,1620636,2.02,0.66,2110733,0,0.0,2.345,2025-12-16 17:17:39
LPTX,Cypherpunk Technologies Inc.,Healthcare,Biotechnology,116136272,1.22,2815186,3.6999,0.2223,23568228,0,0.0,0.086,2025-12-16 17:18:00
BLNK,Blink Charging Co.,Industrials,Engineering & Construction,115248112,0.82,4429218,2.65,0.63,5496477,0,0.0,1.892,2025-12-16 17:19:04
KPTI,Karyopharm Therapeutics Inc.,Healthcare,Biotechnology,107932040,6.33,147807,12.45,3.51,196223,0,0.0,0.231,2025-12-16 17:17:57
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,100529608,1.11,1265464,7.58,1.0,1825842,0,0.0,0.611,2025-12-16 17:18:14
HURC,"Hurco Companies, Inc.",Industrials,Specialty Industrial Machinery,96035936,15.0,21443,23.45,13.19,27866,0,0.0,0.661,2025-12-16 17:19:54
MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,85399016,1.35,2430296,3.6,0.99,954203,0,0.0,1.519,2025-12-16 17:18:03
SKLZ,Skillz Inc.,Communication Services,Electronic Gaming & Multimedia,79436552,5.19,91865,9.11,3.54,66282,0,0.0,2.945,2025-12-16 17:20:34
CATO,The Cato Corporation,Consumer Cyclical,Apparel Retail,62405596,3.16,120329,4.92,2.19,57876,0,0.0,0.606,2025-12-16 17:17:03
MAXN,"Maxeon Solar Technologies, Ltd.",Technology,Solar,56047436,3.31,41693,9.05,2.49,88198,0.095499136,0.0,1.053,2025-12-16 17:19:03
ORGN,"Origin Materials, Inc.",Basic Materials,Chemicals,54338372,0.36,1916231,1.36,0.351,1111104,0,0.0,0.936,2025-12-16 17:20:06
FGEN,"FibroGen, Inc.",Healthcare,Biotechnology,38472184,9.51,47543,21.95,4.85,33668,0,0.0,0.752,2025-12-16 17:17:52
LTRN,Lantern Pharma Inc.,Healthcare,Biotechnology,37244128,3.33,69713,6.118,2.55,118719,0,0.0,1.603,2025-12-16 17:18:01
DYAI,"Dyadic International, Inc.",Healthcare,Biotechnology,32901948,0.91,79164,2.2,0.71,251339,0,0.0,1.233,2025-12-16 17:17:50
BEEM,Beam Global,Technology,Solar,32540182,1.71,140402,4.04,1.33,974325,0,0.0,1.536,2025-12-16 17:19:10
FLUX,"Flux Power Holdings, Inc.",Industrials,Electrical Equipment & Parts,30516394,1.43,235148,7.55,1.15,692466,0,0.0,1.731,2025-12-16 17:19:11
PRTS,"CarParts.com, Inc.",Consumer Cyclical,Auto Parts,25837254,0.39,1794400,1.42,0.3724,885003,0,0.0,0.831,2025-12-16 17:20:27
LAZR,"Luminar Technologies, Inc.",Consumer Cyclical,Auto Parts,24369890,0.31,28379639,10.4,0.3,8839053,0,0.0,1.475,2025-12-16 17:19:06
REE,REE Automotive Ltd.,Consumer Cyclical,Auto Parts,19990404,0.7,111436,11.07,0.53,434844,0,0.0,2.727,2025-12-16 17:19:08
ATHA,"Athira Pharma, Inc.",Healthcare,Biotechnology,15302457,3.88,14895,6.08,2.2,31257,0,0.0,2.958,2025-12-16 17:20:10
COCP,"Cocrystal Pharma, Inc.",Healthcare,Biotechnology,13560764,0.98,102713,3.26,0.9,192050,0,0.0,1.046,2025-12-16 17:17:47
WKHS,Workhorse Group Inc.,Consumer Cyclical,Auto Manufacturers,12411073,5.72,196639,139.65,5.4023,246387,0.07310838,0.0,2.334,2025-12-16 17:20:00
SEED,Origin Agritech Limited,Basic Materials,Agricultural Inputs,10749456,1.37,7714,2.7,0.74,1132917,0,0.0,1.811,2025-12-16 17:20:28
IMRN,Immuron Limited,Healthcare,Biotechnology,8436847,0.96,77483,2.483,0.9149,563904,0,0.0,0.602,2025-12-16 17:17:54
GOEV,Canoo Inc.,Consumer Cyclical,Auto Manufacturers,5359820,0.37,0,3.376,0.32,0,0,0.0,0.0,2025-12-16 17:20:00
